variable_name,occurrence_count,file_count,source_areas,extraction_types,likely_roles,module_hints,files,review_reason
direction_override,5,1,components,object_key | snake_case_reference,mentioned | object_field,model-readiness,components\model-readiness\ModelReadinessVarianceBreakdown.jsx,appears_with_multiple_roles
driver_rows,5,1,lib,object_key | snake_case_reference,warning_id,recovery-summary,lib\recovery\recoveryRiskWarningSystem.js,repeated_reference
driver_warning_rows,5,1,lib,object_key | snake_case_reference | warning_id,warning_id,recovery-summary,lib\recovery\recoveryRiskWarningSystem.js,repeated_reference
effective_assignments,5,1,hooks,declaration | snake_case_reference,local_variable | mentioned,assets,hooks\useAssets.js,appears_with_multiple_roles
effective_failure_path,5,1,components,declaration | snake_case_reference,local_variable | mentioned | warning_id,recovery-summary,components\recovery-summary\RecoverySummaryMainCard.jsx,appears_with_multiple_roles
effective_warning_count,5,1,components,declaration | snake_case_reference | warning_id,warning_id,recovery-summary,components\recovery-summary\RecoverySummaryMainCard.jsx,repeated_reference
empty_state,5,1,lib,declaration | snake_case_reference,local_variable | mentioned,assets,lib\storage\assetStorage.js,appears_with_multiple_roles
esct_per_productive_hr,5,1,lib,declaration | snake_case_reference,selector,labour,lib\selectors\labour\labourSummarySelectors.js,repeated_reference
extra_rows,5,1,components,object_key | snake_case_reference,mentioned | object_field,model-readiness,components\model-readiness\ModelReadinessVarianceBreakdown.jsx,appears_with_multiple_roles
fallback_profile_id,5,1,lib,declaration | snake_case_reference,local_variable | mentioned,assets,lib\storage\assetProfileStorage.js,appears_with_multiple_roles
filtered_calculators,5,1,components,declaration | snake_case_reference,local_variable | mentioned,rate-builder,components\rate-builder\RateBuilderLineCalculator.jsx,appears_with_multiple_roles
format_metric_percent,5,1,lib,function | snake_case_reference,selector,labour,lib\selectors\labour\labourDriverSelectors.js,repeated_reference
fully_loaded_asset_recovery_rate,5,1,hooks,object_key | snake_case_reference,mentioned | object_field,assets,hooks\cost-allocation\useCostAllocationAssetOverlay.js,appears_with_multiple_roles
get_asset_utilisation_fields,5,1,hooks,function | snake_case_reference,mentioned,assets,hooks\useAssets.js,repeated_reference
get_default_calculators,5,1,components,function | snake_case_reference,mentioned,rate-builder,components\rate-builder\RateBuilderLineCalculator.jsx,repeated_reference
get_division_id,5,1,lib,function | snake_case_reference,calculation,cost-allocation,lib\calculations\cost-allocation\costAllocationDivisionBuilders.js,repeated_reference
get_item_classes,5,1,components,function | snake_case_reference,mentioned,layout-shared,components\layout\SidebarNavigation.jsx,repeated_reference
get_labour_variance_note,5,1,lib,function | snake_case_reference | warning_id,warning_id,labour,lib\calculations\revenueSummaryCalculations.js,repeated_reference
get_nested_value,5,1,lib,export_function | function | snake_case_reference,exported_function | output_contract_field | selector,labour,lib\selectors\rate-builder\rateBuilderLabourSourceSelectors.js,appears_with_multiple_roles
get_primary_warning_explanation,5,1,components,function | snake_case_reference | warning_id,warning_id,recovery-summary,components\recovery-summary\main-card\RecoveryOutcomeDetail.jsx,repeated_reference
get_primary_warning_label,5,1,components,function | snake_case_reference | warning_id,warning_id,recovery-summary,components\recovery-summary\main-card\RecoveryOutcomeDetail.jsx,repeated_reference
get_review_value,5,1,components,function | snake_case_reference | warning_id,warning_id,labour,components\labour\LabourCompactWorkspaceCard.jsx,repeated_reference
get_total_productive_hours,5,1,lib,function | snake_case_reference,calculation,labour,lib\calculations\cost-allocation\costAllocationPoolBuilders.js,repeated_reference
get_total_recovery_cost,5,1,lib,function | snake_case_reference,selector,recovery-summary,lib\selectors\recoverySummarySelectors.js,repeated_reference
get_variance_level,5,1,components,function | snake_case_reference | warning_id,warning_id,model-readiness,components\model-readiness\ModelReadinessVarianceBreakdown.jsx,repeated_reference
get_warning_label,5,1,lib,function | snake_case_reference | warning_id,warning_id,recovery-summary,lib\selectors\recoverySummarySelectors.js,repeated_reference
get_warning_meaning,5,1,components,function | snake_case_reference | warning_id,warning_id,recovery-summary,components\recovery-summary\RecoverySummaryNoteDrilldown.jsx,repeated_reference
get_warning_source,5,1,components,function | snake_case_reference | warning_id,warning_id,recovery-summary,components\recovery-summary\RecoverySummaryNoteDrilldown.jsx,repeated_reference
gross_total,5,1,lib,declaration | snake_case_reference,local_variable | mentioned,revenue-cogs,lib\imports\xeroCogImporter.js,appears_with_multiple_roles
group_assets,5,1,hooks,declaration | snake_case_reference,local_variable | mentioned,assets,hooks\cost-allocation\useCostAllocationGroupRecoveryRows.js,appears_with_multiple_roles
group_staff,5,1,hooks,declaration | snake_case_reference,local_variable | mentioned,cost-allocation,hooks\cost-allocation\useCostAllocationGroupRecoveryRows.js,appears_with_multiple_roles
grouped_rows,5,1,lib,declaration | snake_case_reference,selector,general-overheads,lib\selectors\general-overheads\generalOverheadPoolSelectors.js,repeated_reference
groups_for_selected_division,5,1,components,declaration | snake_case_reference,local_variable | mentioned,cost-allocation,components\cost-allocation\CostAllocationStepBuilder.jsx,appears_with_multiple_roles
gst_total,5,1,lib,declaration | snake_case_reference,local_variable | mentioned,revenue-cogs,lib\imports\xeroCogImporter.js,appears_with_multiple_roles
has_commercial_warnings,5,1,lib,declaration | snake_case_reference | warning_id,warnings_field,recovery-summary,lib\selectors\recoverySummarySelectors.js,repeated_reference
has_confidence_warning,5,1,components,declaration | snake_case_reference | warning_id,readiness_field,recovery-summary,components\recovery-summary\main-card\recoverySummaryWarningHelpers.js,repeated_reference
has_failure_path,5,1,components,declaration | snake_case_reference,readiness_field,recovery-summary,components\recovery-summary\RecoverySummaryNoteDrilldown.jsx,repeated_reference
has_invalid_input,5,1,lib,declaration | snake_case_reference | warning_id,readiness_field,quote-engine-legacy,lib\selectors\quoteEngineSelectors.js,repeated_reference
has_legacy_running_cost,5,1,lib,declaration | snake_case_reference,output_contract_field | readiness_field,module-reconciliation,lib\reconciliation\reconciliationRules.js,appears_with_multiple_roles
has_over_allocated_source_pool,5,1,lib,declaration | snake_case_reference,readiness_field,cost-allocation,lib\calculations\costAllocationRules.js,repeated_reference
has_primary_warning,5,1,lib,object_key | snake_case_reference | warning_id,readiness_field,recovery-summary,lib\recovery\recoveryRiskWarningSystem.js,repeated_reference
has_productive_assets,5,1,lib,declaration | snake_case_reference,readiness_field,assets,lib\calculations\cost-allocation\costAllocationValidation.js,repeated_reference
has_recovery_hours,5,1,lib,declaration | snake_case_reference,readiness_field,cost-summary,lib\selectors\costSummarySelectors.js,repeated_reference
has_recovery_shortfall,5,1,components,declaration | snake_case_reference | warning_id,readiness_field,recovery-summary,components\recovery-summary\RecoverySummaryRequirementBlock.jsx,repeated_reference
has_review_warning,5,1,lib,object_key | snake_case_reference | warning_id,readiness_field,recovery-summary,lib\recovery\recoveryRiskWarningSystem.js,repeated_reference
info_share_warning_count,5,1,lib,declaration | snake_case_reference | warning_id,warning_id,recovery-summary,lib\recovery\recoveryRiskWarningSystem.js,repeated_reference
info_warning_count,5,1,lib,object_key | snake_case_reference | warning_id,warning_id,recovery-summary,lib\recovery\recoveryRiskWarningSystem.js,repeated_reference
is_balanced_child,5,1,lib,declaration | snake_case_reference,readiness_field,general-overheads,lib\selectors\general-overheads\generalOverheadAllocationSelectors.js,repeated_reference
is_balanced_child_key,5,1,lib,function | snake_case_reference,readiness_field,general-overheads,lib\selectors\general-overheads\generalOverheadAllocationSelectors.js,repeated_reference
is_blocked_trust_state,5,1,lib,function | snake_case_reference | warning_id,trust_state_field,recovery-outcome-legacy,lib\calculations\recoveryOutcomeCalculations.js,status_or_trust_field
is_review_category,5,1,lib,function | snake_case_reference | warning_id,readiness_field,revenue-cogs,lib\imports\xeroCogImporter.js,repeated_reference
is_review_line,5,1,components,function | snake_case_reference | warning_id,readiness_field,p-and-l,components\p-and-l\ProfitAndLossProgressPanel.jsx,repeated_reference
kiwisaver_per_productive_hr,5,1,lib,declaration | snake_case_reference,selector,labour,lib\selectors\labour\labourSummarySelectors.js,repeated_reference
labour_pool_over_allocated,5,1,lib,declaration | snake_case_reference,calculation | warning_id,labour,lib\calculations\costAllocationRules.js,appears_with_multiple_roles
labour_rate_map,5,1,lib,declaration | snake_case_reference,calculation,labour,lib\calculations\cost-allocation\costAllocationPoolBuilders.js,repeated_reference
labour_rates_model,5,1,components,declaration | snake_case_reference,local_variable | mentioned,labour,components\rate-builder\RateBuilderMainCard.jsx,appears_with_multiple_roles
labour_source_recovery_rate,5,1,lib,declaration | snake_case_reference,calculation,labour,lib\calculations\cost-allocation\costAllocationPoolBuilders.js,repeated_reference
last_pnl_sync_signature_ref,5,1,hooks,declaration | snake_case_reference,local_variable | mentioned,p-and-l,hooks\useGeneralOverheads.js,appears_with_multiple_roles
margin_gap,5,1,lib,declaration | snake_case_reference | warning_id,warning_id,labour,lib\calculations\labourCalculations.js,repeated_reference
max_asset_assignment_percent,5,1,lib,declaration | snake_case_reference,calculation,assets,lib\calculations\cost-allocation\costAllocationPoolBuilders.js,repeated_reference
max_labour_assignment_percent,5,1,lib,declaration | snake_case_reference,calculation,labour,lib\calculations\cost-allocation\costAllocationPoolBuilders.js,repeated_reference
minimum_recoverable_asset_rate,5,1,hooks,object_key | snake_case_reference,mentioned | object_field,assets,hooks\cost-allocation\useCostAllocationAssetOverlay.js,appears_with_multiple_roles
minimum_recoverable_rate_per_hour,5,1,hooks,declaration | snake_case_reference,local_variable | mentioned,cost-allocation,hooks\cost-allocation\useCostAllocationGroupRecoveryRows.js,appears_with_multiple_roles
missing_asset_ids,5,1,lib,declaration | snake_case_reference,calculation | warning_id,assets,lib\calculations\cost-allocation\costAllocationValidation.js,appears_with_multiple_roles
missing_staff_ids,5,1,lib,declaration | snake_case_reference,calculation | warning_id,labour,lib\calculations\cost-allocation\costAllocationValidation.js,appears_with_multiple_roles
module_labour,5,1,components,declaration | snake_case_reference,local_variable | mentioned,labour,components\model-readiness\ModelReadinessVarianceBreakdown.jsx,appears_with_multiple_roles
module_overheads,5,1,components,declaration | snake_case_reference,local_variable | mentioned,model-readiness,components\model-readiness\ModelReadinessVarianceBreakdown.jsx,appears_with_multiple_roles
monthly_rate,5,1,lib,declaration | snake_case_reference,calculation,assets,lib\calculations\assetCalculations.js,repeated_reference
negative_recovery_gap,5,1,lib,object_key | snake_case_reference | warning_id,warning_id,recovery-outcome-legacy,lib\calculations\recoveryOutcomeCalculations.js,repeated_reference
net_total,5,1,lib,declaration | snake_case_reference,local_variable | mentioned,revenue-cogs,lib\imports\xeroCogImporter.js,appears_with_multiple_roles
new_staff_type_name,5,1,components,array_destructured_name | snake_case_reference,mentioned,labour,components\labour\LabourProfileCard.jsx,repeated_reference
next_asset_type,5,1,components,snake_case_reference,mentioned,assets,components\assets\AssetForm.jsx,repeated_reference
next_status,5,1,components,snake_case_reference,status_field,assets,components\assets\AssetForm.jsx,status_or_trust_field
no_assets_confirmed_ready,5,1,lib,declaration | snake_case_reference,readiness_field,assets,lib\reconciliation\reconciliationRules.js,repeated_reference
normalise_priority,5,1,lib,function | snake_case_reference,warning_id,recovery-summary,lib\recovery\recoveryRiskWarningSystem.js,repeated_reference
normalise_recovery_state,5,1,lib,function | snake_case_reference,mentioned,recovery-summary,lib\storage\recoverySummaryStorage.js,repeated_reference
open_minutes,5,1,lib,declaration | snake_case_reference,calculation,opening-hours,lib\calculations\openingHoursCalculations.js,repeated_reference
opening_hours_module,5,1,hooks,declaration | snake_case_reference,local_variable | mentioned | output_contract_field,opening-hours,hooks\useCostSummary.js,appears_with_multiple_roles
other_income_amount,5,1,components,declaration | snake_case_reference,local_variable | mentioned,business-summary,components\business-summary\BusinessSummaryMacroPositionCard.jsx,appears_with_multiple_roles
over_allocated_amount,5,1,lib,declaration | snake_case_reference,selector,assets,lib\selectors\assetSelectors.js,repeated_reference
overhead_burden_rate_per_hour,5,1,hooks,declaration | snake_case_reference,local_variable | mentioned,general-overheads,hooks\cost-allocation\useCostAllocationGroupRecoveryRows.js,appears_with_multiple_roles
overhead_children,5,1,components,declaration | snake_case_reference,local_variable | mentioned,general-overheads,components\cost-summary\CostSummaryCard.jsx,appears_with_multiple_roles
overhead_percent,5,1,lib,declaration | snake_case_reference,calculation,general-overheads,lib\calculations\recoverySummaryCalculations.js,repeated_reference
override_category_key,5,1,lib,declaration | snake_case_reference,selector,general-overheads,lib\selectors\general-overheads\generalOverheadCategorySelectors.js,repeated_reference
paid_rate,5,1,lib,declaration | snake_case_reference,selector,labour,lib\selectors\labour\labourSummarySelectors.js,repeated_reference
pnl_asset_finance,5,1,components,declaration | snake_case_reference,local_variable | mentioned,p-and-l,components\model-readiness\ModelReadinessVarianceBreakdown.jsx,appears_with_multiple_roles
pnl_asset_operating,5,1,components,declaration | snake_case_reference,local_variable | mentioned,p-and-l,components\model-readiness\ModelReadinessVarianceBreakdown.jsx,appears_with_multiple_roles
pnl_labour,5,1,components,declaration | snake_case_reference,local_variable | mentioned,p-and-l,components\model-readiness\ModelReadinessVarianceBreakdown.jsx,appears_with_multiple_roles
pnl_overheads_gross,5,1,components,declaration | snake_case_reference,local_variable | mentioned,p-and-l,components\model-readiness\ModelReadinessVarianceBreakdown.jsx,appears_with_multiple_roles
product_period_phrase,5,1,components,declaration | snake_case_reference,local_variable | mentioned,business-summary,components\business-summary\BusinessSummaryHierarchyBuilder.js,appears_with_multiple_roles
productive_assets_missing_utilisation,5,1,lib,declaration | snake_case_reference | warning_id,warning_id,assets,lib\selectors\assetSelectors.js,repeated_reference
productive_output_total,5,1,lib,declaration | snake_case_reference,calculation,business-summary,lib\calculations\businessSummaryCalculations.js,repeated_reference
productive_wage_rate,5,1,lib,declaration | snake_case_reference,selector,labour,lib\selectors\labour\labourSummarySelectors.js,repeated_reference
profile_record,5,1,hooks,declaration | snake_case_reference,local_variable | mentioned,labour,hooks\useLabour.js,appears_with_multiple_roles
python_executable,5,1,app,declaration | snake_case_reference,local_variable | mentioned,p-and-l,app\api\pnl-import\route.js,appears_with_multiple_roles
qs_tools_operating_position,5,1,components,snake_case_reference,mentioned,business-summary,components\business-summary\BusinessSummaryMacroPositionCard.jsx,repeated_reference
reason_parts,5,1,lib,declaration | snake_case_reference,selector,cost-allocation,lib\selectors\cost-allocation\costAllocationDisplayHelpers.js,repeated_reference
reconciliation_rows,5,1,lib,declaration | snake_case_reference,local_variable | mentioned,revenue-cogs,lib\imports\xeroCogImporter.js,appears_with_multiple_roles
recovery_gap_abs,5,1,components,declaration | snake_case_reference | warning_id,warning_id,recovery-summary,components\recovery-summary\main-card\RecoveryDriverDetail.jsx,repeated_reference
recovery_model_detail,5,1,components,declaration | snake_case_reference,selector,recovery-summary,components\recovery-summary\RecoverySummaryModelSelectorBlock.jsx,repeated_reference
recovery_rate_gap,5,1,lib,declaration | snake_case_reference | warning_id,warning_id,recovery-summary,lib\recovery\recoveryRiskWarningSystem.js,repeated_reference
recovery_row_map,5,1,lib,declaration | snake_case_reference,selector,labour,lib\selectors\rate-builder\rateBuilderLabourSourceSelectors.js,repeated_reference
recovery_variance_display,5,1,components,declaration | snake_case_reference | warning_id,warning_id,recovery-summary,components\recovery-summary\RecoverySummaryRequirementBlock.jsx,repeated_reference
redistribution_config,5,1,lib,declaration | snake_case_reference,selector,general-overheads,lib\selectors\general-overheads\generalOverheadAllocationSelectors.js,repeated_reference
render_bar_segment,5,1,components,function | snake_case_reference,mentioned,unknown,components\quick-start\QuickStartMainCard.jsx,repeated_reference
render_input,5,1,components,function | snake_case_reference,mentioned,assets,components\assets\AssetForm.jsx,repeated_reference
resolved_business_type,5,1,lib,declaration | snake_case_reference,calculation | warning_id,revenue-reality,lib\calculations\revenueRealityCalculations.js,appears_with_multiple_roles
review_warning_count,5,1,lib,object_key | snake_case_reference | warning_id,warning_id,recovery-summary,lib\recovery\recoveryRiskWarningSystem.js,repeated_reference
round_hours,5,1,lib,function | snake_case_reference,calculation,labour,lib\calculations\labourRateRealityCheckCalculations.js,repeated_reference
rounded_assigned_amount,5,1,lib,declaration | snake_case_reference,selector,general-overheads,lib\selectors\general-overheads\generalOverheadAllocationSelectors.js,repeated_reference
rows_by_labour_source,5,1,lib,declaration | snake_case_reference,selector,labour,lib\selectors\cost-allocation\costAllocationRateBuilderSelectors.js,repeated_reference
safe_margin_pool,5,1,lib,declaration | snake_case_reference,warning_id,business-summary,lib\recovery\recoveryRiskWarningSystem.js,repeated_reference
safe_recovery_driver_quantity,5,1,lib,declaration | snake_case_reference,calculation,rate-builder,lib\calculations\rateBuilderCalculations.js,repeated_reference
safe_selected_recovery_rate,5,1,lib,declaration | snake_case_reference,calculation,rate-builder,lib\calculations\rateBuilderCalculations.js,repeated_reference
safe_total_cost_burden,5,1,lib,declaration | snake_case_reference,warning_id,cost-summary,lib\recovery\recoveryRiskWarningSystem.js,repeated_reference
safe_total_productive_labour_cost,5,1,lib,declaration | snake_case_reference,calculation,labour,lib\calculations\labourCalculations.js,repeated_reference
safe_total_productive_labour_hours,5,1,lib,declaration | snake_case_reference,calculation,labour,lib\calculations\labourCalculations.js,repeated_reference
sanitized_state,5,1,lib,declaration | snake_case_reference,calculation | local_variable | mentioned,assets,lib\storage\assetStorage.js,appears_with_multiple_roles
saved_rate,5,1,lib,declaration | snake_case_reference,local_variable | mentioned,labour,lib\actions\rate-builder\rateBuilderLabourRateModelActions.js,appears_with_multiple_roles
saved_state,5,1,hooks,declaration | snake_case_reference,local_variable | mentioned,revenue-cogs,hooks\useRevenueCogs.js,appears_with_multiple_roles
scaled_general_overheads,5,1,components,declaration | snake_case_reference,local_variable | mentioned,general-overheads,components\business-summary\BusinessSummaryHierarchyBuilder.js,appears_with_multiple_roles
scenario_direct_costs_variance,5,1,lib,declaration | snake_case_reference | warning_id,warning_id,business-modelling,lib\calculations\businessModellingCalculations.js,repeated_reference
scenario_margin_pool_variance,5,1,lib,declaration | snake_case_reference | warning_id,warning_id,business-summary,lib\calculations\businessModellingCalculations.js,repeated_reference
scenario_net_position_variance,5,1,lib,declaration | snake_case_reference | warning_id,warning_id,business-summary,lib\calculations\businessModellingCalculations.js,repeated_reference
scenario_productive_output_variance,5,1,lib,declaration | snake_case_reference | warning_id,warning_id,business-modelling,lib\calculations\businessModellingCalculations.js,repeated_reference
scenario_revenue_variance,5,1,lib,declaration | snake_case_reference | warning_id,warning_id,business-modelling,lib\calculations\businessModellingCalculations.js,repeated_reference
script_path,5,1,app,declaration | snake_case_reference,local_variable | mentioned,p-and-l,app\api\pnl-import\route.js,appears_with_multiple_roles
selected_business_type,5,1,components,declaration | snake_case_reference,local_variable | mentioned,business-setup,components\business-setup\BusinessSetupMainCard.jsx,appears_with_multiple_roles
selected_recovery_cost,5,1,lib,declaration | snake_case_reference,calculation,rate-builder,lib\calculations\rateBuilderCalculations.js,repeated_reference
selected_total_staff_count,5,1,components,declaration | snake_case_reference,local_variable | mentioned,labour,components\cost-allocation\groups\CostAllocationGroupLabourBuilder.jsx,appears_with_multiple_roles
set_active_profile_id,5,1,lib,array_destructured_name | snake_case_reference,mentioned,assets,lib\storage\assetProfileStorage.js,repeated_reference
set_active_warning_key,5,1,components,array_destructured_name | snake_case_reference | warning_id,warning_id,recovery-summary,components\recovery-summary\RecoverySummaryNoteDrilldown.jsx,repeated_reference
set_group_description,5,1,components,array_destructured_name | snake_case_reference,mentioned,cost-allocation,components\cost-allocation\CostAllocationStepBuilder.jsx,repeated_reference
set_is_creating_staff_type,5,1,components,array_destructured_name | snake_case_reference,mentioned,labour,components\labour\LabourProfileCard.jsx,repeated_reference
set_is_submitting,5,1,app,array_destructured_name | snake_case_reference,mentioned,unknown,app\demo-login\page.jsx,repeated_reference
set_new_staff_type_name,5,1,components,array_destructured_name | snake_case_reference,mentioned,labour,components\labour\LabourProfileCard.jsx,repeated_reference
set_quick_start_state,5,1,lib,array_destructured_name | snake_case_reference,mentioned,unknown,lib\storage\quickStartStorage.js,repeated_reference
set_recovery_state,5,1,lib,array_destructured_name | snake_case_reference,mentioned,recovery-summary,lib\storage\recoverySummaryStorage.js,repeated_reference
set_saved_assets,5,1,lib,array_destructured_name | snake_case_reference,mentioned,assets,lib\storage\assetStorage.js,repeated_reference
set_saved_overheads,5,1,hooks,array_destructured_name | snake_case_reference,mentioned,general-overheads,hooks\useGeneralOverheads.js,repeated_reference
set_show_saved_snapshots,5,1,hooks,array_destructured_name | snake_case_reference,mentioned,p-and-l,hooks\useProfitAndLoss.js,repeated_reference
setup_warning_count,5,1,components,declaration | snake_case_reference | warning_id,warning_id,cost-allocation,components\cost-allocation\CostAllocationStatusStrip.jsx,repeated_reference
share_rows,5,1,lib,object_key | snake_case_reference,warning_id,recovery-summary,lib\recovery\recoveryRiskWarningSystem.js,repeated_reference
share_total_warnings,5,1,lib,object_key | snake_case_reference | warning_id,warnings_field,recovery-summary,lib\recovery\recoveryRiskWarningSystem.js,repeated_reference
sheet_name,5,1,lib,declaration | snake_case_reference,local_variable | mentioned,p-and-l,lib\p-and-l\profitAndLossExcelImporter.js,appears_with_multiple_roles
source_group_rows,5,1,lib,object_key | snake_case_reference,selector,cost-allocation,lib\selectors\cost-allocation\costAllocationRateBuilderSelectors.js,repeated_reference
specific_classification,5,1,components,declaration | snake_case_reference,local_variable | mentioned,p-and-l,components\p-and-l\ProfitAndLossSectionBlock.jsx,appears_with_multiple_roles
staff_type_key,5,1,lib,declaration | snake_case_reference,calculation,labour,lib\calculations\cost-allocation\costAllocationLabourAdapter.js,repeated_reference
structural_warning_count,5,1,components,declaration | snake_case_reference | warning_id,warning_id,cost-allocation,components\cost-allocation\CostAllocationStatusStrip.jsx,repeated_reference
suggested_charge_out_rate,5,1,lib,declaration | object_key | snake_case_reference,calculation,labour,lib\calculations\rateBuilderLabourRateCalculations.js,repeated_reference
target_group,5,1,lib,declaration | snake_case_reference,selector,general-overheads,lib\selectors\general-overheads\generalOverheadAllocationSelectors.js,repeated_reference
target_id,5,1,hooks,declaration | snake_case_reference,local_variable | mentioned,cost-allocation,hooks\cost-allocation\useCostAllocationAssignmentCards.js,appears_with_multiple_roles
target_pool,5,1,lib,declaration | snake_case_reference,selector,general-overheads,lib\selectors\general-overheads\generalOverheadPoolSelectors.js,repeated_reference
temp_dir,5,1,app,declaration | snake_case_reference,local_variable | mentioned,p-and-l,app\api\pnl-import\route.js,appears_with_multiple_roles
total_amount,5,1,lib,object_key | snake_case_reference,selector,general-overheads,lib\selectors\general-overheads\generalOverheadAllocationSelectors.js,repeated_reference
total_asset_burden,5,1,lib,declaration | snake_case_reference,calculation,assets,lib\calculations\cost-allocation\costAllocationPoolBuilders.js,repeated_reference
total_credit,5,1,lib,declaration | object_key | snake_case_reference,local_variable | mentioned | object_field,revenue-cogs,lib\imports\xeroCogImporter.js,appears_with_multiple_roles
total_debit,5,1,lib,declaration | object_key | snake_case_reference,local_variable | mentioned | object_field,revenue-cogs,lib\imports\xeroCogImporter.js,appears_with_multiple_roles
total_model_costs,5,1,lib,declaration | object_key | snake_case_reference,output_contract_field | selector,p-and-l,lib\selectors\profitAndLossSelectors.js,appears_with_multiple_roles
total_pnl_costs,5,1,lib,declaration | object_key | snake_case_reference,output_contract_field | selector,p-and-l,lib\selectors\profitAndLossSelectors.js,appears_with_multiple_roles
total_variance,5,1,components,declaration | snake_case_reference | warning_id,warning_id,model-readiness,components\model-readiness\ModelReadinessVarianceBreakdown.jsx,repeated_reference
transaction_rows,5,1,lib,declaration | snake_case_reference,local_variable | mentioned,revenue-cogs,lib\imports\xeroCogImporter.js,appears_with_multiple_roles
unreviewed_interest_lines,5,1,lib,declaration | snake_case_reference,calculation,p-and-l,lib\calculations\profitAndLossCalculations.js,repeated_reference
valid_group_count,5,1,lib,declaration | snake_case_reference,calculation,cost-allocation,lib\calculations\cost-allocation\costAllocationDivisionBuilders.js,repeated_reference
weighted_revenue,5,1,lib,declaration | snake_case_reference,selector,labour,lib\selectors\rate-builder\rateBuilderLabourRateSummarySelectors.js,repeated_reference
acc_results,4,1,components,array_destructured_name | snake_case_reference,mentioned,labour,components\labour\EmployerContributionsCard.jsx,repeated_reference
account_summary_map,4,1,lib,declaration | snake_case_reference,local_variable | mentioned,revenue-cogs,lib\imports\xeroCogImporter.js,appears_with_multiple_roles
account_total_checks,4,1,lib,declaration | snake_case_reference,local_variable | mentioned,revenue-cogs,lib\imports\xeroCogImporter.js,appears_with_multiple_roles
active_calculator_id,4,1,components,array_destructured_name | snake_case_reference,mentioned,rate-builder,components\rate-builder\RateBuilderLineCalculator.jsx,repeated_reference
active_custom_overheads_total_annual,4,1,lib,declaration | snake_case_reference,calculation,general-overheads,lib\calculations\employeeOverheadCalculations.js,repeated_reference
active_failure_id,4,1,components,array_destructured_name | snake_case_reference,mentioned | warning_id,recovery-summary,components\recovery-summary\RecoverySummaryNoteDrilldown.jsx,appears_with_multiple_roles
active_library_items,4,1,components,declaration | snake_case_reference,local_variable | mentioned,employee-overheads-legacy,components\employee-overheads\EmployeeOverheadCustomList.jsx,appears_with_multiple_roles
active_line_count,4,1,components,declaration | snake_case_reference,local_variable | mentioned,p-and-l,components\p-and-l\ProfitAndLossCostOfSalesGroup.jsx,appears_with_multiple_roles
active_model_for_calculation,4,1,hooks,declaration | snake_case_reference,calculation,labour,hooks\rate-builder\useRateBuilderLabourRates.js,repeated_reference
active_rows,4,1,components,declaration | snake_case_reference,local_variable | mentioned,cost-allocation,components\cost-allocation\CostAllocationLinkTable.jsx,appears_with_multiple_roles
adjusted_cog_sell_total,4,1,lib,declaration | snake_case_reference,selector,revenue-cogs,lib\selectors\quoteEngineSelectors.js,repeated_reference
adjusted_labour_hours_allowed,4,1,lib,declaration | snake_case_reference,selector,labour,lib\selectors\quoteEngineSelectors.js,repeated_reference
adjusted_overheads_benchmark,4,1,components,declaration | snake_case_reference,local_variable | mentioned,general-overheads,components\business-summary\BusinessSummaryMacroPositionCard.jsx,appears_with_multiple_roles
allocation_status_label,4,1,lib,object_key | snake_case_reference,selector,cost-allocation,lib\selectors\cost-allocation\costAllocationCardSections.js,repeated_reference
asset_children,4,1,components,declaration | snake_case_reference,local_variable | mentioned,assets,components\cost-summary\CostSummaryCard.jsx,appears_with_multiple_roles
asset_coverage_label,4,1,lib,object_key | snake_case_reference,selector,assets,lib\selectors\cost-allocation\costAllocationCardSections.js,repeated_reference
asset_finance_exclusion,4,1,components,declaration | snake_case_reference,local_variable | mentioned,assets,components\model-readiness\ModelReadinessVarianceBreakdown.jsx,appears_with_multiple_roles
asset_outputs,4,1,hooks,declaration | snake_case_reference,mentioned | output_contract_field,assets,hooks\useRecoverySummary.js,appears_with_multiple_roles
asset_requirement_met,4,1,lib,declaration | snake_case_reference,calculation | warning_id,assets,lib\calculations\cost-allocation\costAllocationValidation.js,appears_with_multiple_roles
assets_benchmark_total_override,4,1,lib,snake_case_reference,calculation,assets,lib\calculations\assetCalculations.js,repeated_reference
assets_breakdown,4,1,components,declaration | snake_case_reference,local_variable | mentioned,assets,components\business-summary\BusinessSummaryHierarchyBuilder.js,appears_with_multiple_roles
assets_lines,4,1,lib,declaration | snake_case_reference,calculation,p-and-l,lib\calculations\profitAndLossCalculations.js,repeated_reference
assets_not_in_operating_groups_count,4,1,lib,object_key | snake_case_reference,selector,assets,lib\selectors\cost-allocation\costAllocationCardSections.js,repeated_reference
assets_not_in_working_units_count,4,1,lib,object_key | snake_case_reference,selector,assets,lib\selectors\cost-allocation\costAllocationCardSections.js,repeated_reference
assigned_asset_overhead_source_rows,4,1,hooks,object_key | snake_case_reference,mentioned | object_field,assets,hooks\useAssets.js,appears_with_multiple_roles
assigned_assets,4,1,hooks,declaration | snake_case_reference,local_variable | mentioned,assets,hooks\useAssets.js,appears_with_multiple_roles
available_hours_before_productivity,4,1,lib,declaration | snake_case_reference,selector,labour,lib\selectors\labour\labourSummarySelectors.js,repeated_reference
